小区,位置,户型,面积,朝向,装修,楼层,年份,台楼,其他
中熙香缤山 ,西乡,4室1厅 , 79.03平米 , 东南 , 精装 , 低楼层(共32层) , 2014年建 , 板塔结合,
深业新岸线二期 ,宝安中心,5室2厅 , 161.83平米 , 西南 , 简装 , 高楼层(共27层) , 2007年建 , 塔楼,
佳华新村 ,西乡,4室2厅 , 135.76平米 , 东南 , 其他 , 低楼层(共11层) , 2006年建 , 板塔结合,
深业新岸线二期 ,宝安中心,3室2厅 , 120.72平米 , 南 , 精装 , 低楼层(共27层) , 2007年建 , 塔楼,
新锦安雅园三期 ,翻身,4室1厅 , 205.62平米 , 东南 , 其他 , 高楼层(共31层) , 2005年建 , 板塔结合,
海湾明珠花园一期 ,西乡,4室3厅 , 105平米 , 东南 , 简装 , 高楼层(共8层) , 2002年建 , 板塔结合,
都市茗荟花园 ,宝安中心,5室2厅 , 239.23平米 , 南 , 毛坯 , 中楼层(共35层) , 2019年建 , 暂无数据,
碧海名园 ,西乡,6室2厅 , 127.6平米 , 西南 , 精装 , 16层 , 2005年建 , 板塔结合,
润恒尚园 ,西乡,6室2厅 , 151.28平米 , 东南 , 精装 , 29层 , 2015年建 , 塔楼,
山语华庭 ,西乡,4室2厅 , 144.07平米 , 东南 , 精装 , 中楼层(共25层) , 2007年建 , 板塔结合,
幸福海岸二期 ,宝安中心,7室2厅 , 155.05平米 , 东南 , 精装 , 32层 , 2008年建 , 塔楼,
中海西岸华府北区 ,松岗,6室2厅 , 159.25平米 , 南 , 精装 , 低楼层(共27层) , 2008年建 , 板塔结合,
中熙香缇湾 ,西乡,4室2厅 , 161.14平米 , 东南 , 其他 , 30层 , 2009年建 , 板楼,
熙龙湾一期 ,宝安中心,5室1厅 , 149.17平米 , 南 , 其他 , 高楼层(共32层) , 2009年建 , 塔楼,
华盛盛荟 ,新安,5室2厅 , 127.3平米 , 东南 , 其他 , 中楼层(共33层) , 2015年建 , 塔楼,
新锦安雅园三期 ,翻身,4室2厅 , 169.04平米 , 东南 , 其他 , 中楼层(共30层) , 2005年建 , 板塔结合,
鸿昌花园 ,翻身,5室2厅 , 145.76平米 , 东南 , 其他 , 低楼层(共17层) , 2004年建 , 板塔结合,
深业新岸线三期 ,宝安中心,5室3厅 , 241.22平米 , 东南 南 , 精装 , 11层 , 2009年建 , 塔楼,
佳华新村 ,西乡,4室2厅 , 155.15平米 , 南 , 其他 , 中楼层(共11层) , 2006年建 , 板塔结合,
鸿荣源·壹方中心·玖誉 ,宝安中心,6室2厅 , 373.35平米 , 东南 , 毛坯 , 49层 , 2016年建 , 板楼,
碧涛苑 ,新安,5室2厅 , 139.43平米 , 西北 , 简装 , 中楼层(共12层) , 1998年建 , 板塔结合,
新锦安雅园一期 ,翻身,4室2厅 , 138.54平米 , 东南 , 简装 , 高楼层(共14层) , 2001年建 , 板楼,
新安园 ,翻身,5室2厅 , 147.18平米 , 东南 , 其他 , 高楼层(共7层) , 1999年建 , 板塔结合,
中商花园 ,翻身,5室2厅 , 260.79平米 , 东南 , 其他 , 高楼层(共10层) , 1999年建 , 板塔结合,
佳华名苑 ,宝安中心,6室2厅 , 95平米 , 东南 , 精装 , 高楼层(共18层) , 2012年建 , 板塔结合,
鸿荣源·壹方中心·玖誉 ,宝安中心,5室2厅 , 173.01平米 , 南 , 其他 , 50层 , 2017年建 , 塔楼,
桃源居十一区 ,桃源居,4室1厅 , 137.26平米 , 南 , 其他 , 低楼层(共18层) , 2008年建 , 板楼,
联投东方华府一期 ,松岗,5室2厅 , 121.14平米 , 南 北 , 精装 , 高楼层(共30层)  , 暂无数据,,
华联城市全景壹号 ,新安,4室2厅 , 138平米 , 东北 , 精装 , 低楼层(共39层) , 2015年建 , 板塔结合,
中粮锦云 ,西乡,5室2厅 , 178平米 , 南 北 , 其他 , 低楼层(共31层) , 2012年建 , 塔楼,
招商华侨城曦城六期 ,曦城,5室2厅 , 238.22平米 , 东南 , 精装 , 上叠(共2层) , 2009年建 , 板塔结合 , 叠拼别墅 
熙龙湾一期 ,宝安中心,5室1厅 , 149.17平米 , 南 , 其他 , 高楼层(共32层) , 2009年建 , 塔楼,
华盛盛荟 ,新安,5室2厅 , 127.3平米 , 东南 , 其他 , 中楼层(共33层) , 2015年建 , 塔楼,
中海西岸华府北区 ,松岗,6室2厅 , 159.25平米 , 南 , 精装 , 低楼层(共27层) , 2008年建 , 板塔结合,
鸿昌花园 ,翻身,5室2厅 , 145.76平米 , 东南 , 其他 , 低楼层(共17层) , 2004年建 , 板塔结合,
招商华侨城曦城六期 ,曦城,5室2厅 , 238.22平米 , 东南 , 精装 , 上叠(共2层) , 2009年建 , 板塔结合 , 叠拼别墅 
中海九号公馆一期 ,曦城,5室2厅 , 199.11平米 , 东南 , 其他 , 1层 , 2014年建 , 塔楼 , 联排别墅 
新安湖花园 ,新安,4室2厅 , 115.23平米 , 南 , 精装 , 中楼层(共33层) , 1999年建 , 板塔结合,
宝豪华庭 ,新安,5室2厅 , 124.15平米 , 西南 , 其他 , 高楼层(共24层) , 2005年建 , 板塔结合,
新锦安雅园一期 ,翻身,4室2厅 , 138.54平米 , 东南 , 简装 , 高楼层(共14层) , 2001年建 , 板楼,
新安园 ,翻身,5室2厅 , 147.18平米 , 东南 , 其他 , 高楼层(共7层) , 1999年建 , 板塔结合,
碧海名园 ,西乡,6室2厅 , 127.6平米 , 西南 , 精装 , 16层 , 2005年建 , 板塔结合,
御龙居 ,西乡,3室2厅 , 121.69平米 , 南 北 , 其他 , 中楼层(共10层) , 2004年建 , 板塔结合,
宏发领域 ,宝安中心,7室2厅 , 132.6平米 , 南 , 精装 , 29层 , 2007年建 , 板塔结合,
鸿荣源·壹方中心·玖誉 ,宝安中心,6室2厅 , 373.35平米 , 东南 , 毛坯 , 49层 , 2016年建 , 板楼,
天御 ,宝安中心,6室2厅 , 292.56平米 , 西南 , 毛坯 , 高楼层(共29层) , 2013年建 , 板塔结合,
时代景苑三期 ,福永,1室1厅 , 43平米 , 南 , 简装 , 高楼层(共11层) , 2006年建 , 板楼,
碧海富通城三期 ,碧海,1室1厅 , 41.58平米 , 南 , 精装 , 24层 , 2007年建 , 塔楼,
碧桂园领寓 ,福永,3室1厅 , 47.94平米 , 西南 , 毛坯 , 低楼层(共24层)  , 板塔结合,,
都市翠海华苑 ,新安,1室0厅 , 19.26平米 , 南 , 简装 , 中楼层(共22层) , 2005年建 , 板塔结合,
碧桂园领寓 ,福永,1室1厅 , 41.59平米 , 东 , 精装 , 中楼层(共19层)  , 板塔结合,,
兴达华府 ,西乡,1室1厅 , 32.03平米 , 西北 , 精装 , 29层 , 2009年建 , 板塔结合,
都市翠海华苑 ,新安,1室1厅 , 30.74平米 , 东南 , 简装 , 中楼层(共22层) , 2005年建 , 板塔结合,
TATA公寓 ,新安,1室0厅 , 26.66平米 , 东北 , 精装 , 低楼层(共9层) , 1993年建 , 板塔结合,
灵芝新村 ,新安,1室1厅 , 31.6平米 , 西南 , 精装 , 低楼层(共6层) , 1988年建 , 板楼,
中粮创芯公园 ,新安,1室1厅 , 39.18平米 , 南 , 精装 , 中楼层(共29层) , 2018年建 , 塔楼,
润科华府 ,曦城,5室1厅 , 143平米 , 南 , 精装 , 高楼层(共30层) , 2018年建 , 塔楼,
中洲中央公寓 ,新安,3室2厅 , 163.77平米 , 西南 , 其他 , 高楼层(共39层) , 2016年建 , 塔楼,
碧海富通城一期 ,碧海,3室2厅 , 95.77平米 , 东南 , 精装 , 9层 , 2006年建 , 板楼,
保利达小行星 ,桃源居,3室2厅 , 72平米 , 南 北 , 简装 , 中楼层(共20层) , 2019年建 , 板塔结合,
丽景城 ,西乡,3室1厅 , 82平米 , 南 , 其他 , 高楼层(共19层) , 2003年建 , 板塔结合,
保利达小行星 ,桃源居,3室2厅 , 71平米 , 东北 , 精装 , 中楼层(共14层) , 2019年建 , 板塔结合,
汇邦名都花园 ,石岩,2室1厅 , 70.45平米 , 南 北 , 精装 , 中楼层(共31层)  , 塔楼,,
32区 ,新安,3室2厅 , 84.97平米 , 东南 , 精装 , 高楼层(共7层) , 1992年建 , 板楼,
中海西岸华府北区 ,松岗,3室2厅 , 95.79平米 , 东北 , 精装 , 低楼层(共17层) , 2007年建 , 板塔结合,
华强城市花园一期 ,福永,3室2厅 , 88.72平米 , 南 北 , 精装 , 低楼层(共33层) , 2019年建 , 板塔结合,
怀德公元 ,福永,3室2厅 , 89平米 , 南 , 精装 , 低楼层(共26层) , 2016年建 , 板楼,
金域豪庭二期 ,福永,3室2厅 , 107.25平米 , 东南 , 精装 , 低楼层(共13层) , 2007年建 , 板塔结合,
里仁府 ,翻身,3室2厅 , 88.22平米 , 东南 , 简装 , 高楼层(共25层) , 2004年建 , 板塔结合,
金海华府 ,西乡,3室2厅 , 82.59平米 , 东北 , 精装 , 低楼层(共31层) , 2009年建 , 板塔结合,
怡翠花园 ,西乡,3室1厅 , 73.5平米 , 东南 , 简装 , 中楼层(共8层) , 1994年建 , 板塔结合,
汇邦名都花园 ,石岩,4室2厅 , 77.18平米 , 南 , 精装 , 低楼层(共22层) , 2021年建 , 塔楼,
富宏凤凰天誉 ,西乡,3室2厅 , 91.41平米 , 南 , 其他 , 低楼层(共29层)  , 板塔结合,,
万科金色领域 ,福永,4室2厅 , 120平米 , 东南 , 精装 , 低楼层(共15层) , 2012年建 , 板塔结合,
中粮创芯公园 ,新安,2室2厅 , 71.82平米 , 西北 东南 , 精装 , 低楼层(共29层) , 2018年建 , 板塔结合,
领翔华府 ,西乡,3室2厅 , 89平米 , 东南 , 简装 , 高楼层(共31层) , 2015年建 , 塔楼,
金港华庭 ,西乡,4室1厅 , 119.44平米 , 东南 , 精装 , 31层 , 2009年建 , 塔楼,
万象新天 ,西乡,4室1厅 , 86.12平米 , 东南 , 其他 , 低楼层(共14层) , 2013年建 , 塔楼,
白金酒店公寓 ,新安,2室1厅 , 37.32平米 , 东南 , 精装 , 中楼层(共32层) , 2005年建 , 板楼,
桃源居十四区 ,桃源居,3室2厅 , 107.05平米 , 南 , 精装 , 高楼层(共8层) , 2002年建 , 塔楼,
新安湖花园 ,新安,3室2厅 , 81.1平米 , 西北 , 简装 , 低楼层(共9层) , 1993年建 , 板塔结合,
华强城市花园三期 ,福永,4室2厅 , 127.59平米 , 南 北 , 精装 , 低楼层(共30层) , 2018年建 , 板塔结合,
金域豪庭三期 ,福永,3室2厅 , 79平米 , 东南 , 精装 , 中楼层(共13层) , 2011年建 , 板塔结合,
松河瑞园二期 ,松岗,4室2厅 , 91平米 , 南 , 简装 , 高楼层(共32层) , 2015年建 , 板塔结合,
宝利豪庭 ,松岗,4室2厅 , 175平米 , 南 , 精装 , 低楼层(共23层) , 2004年建 , 板塔结合,
海乐华府 ,翻身,4室2厅 , 123.67平米 , 东南 , 毛坯 , 中楼层(共44层)  , 塔楼,,
合正汇一城 ,西乡,3室1厅 , 87.95平米 , 东南 , 其他 , 31层 , 2012年建 , 塔楼,
凤凰花苑 ,福永,4室2厅 , 119.56平米 , 东南 , 精装 , 中楼层(共26层) , 2012年建 , 板塔结合,
碧桂园领寓 ,福永,3室2厅 , 50平米 , 南 , 精装 , 中楼层(共24层)  , 板塔结合,,
御景水岸 ,福永,3室2厅 , 122.67平米 , 南 , 简装 , 高楼层(共16层) , 2013年建 , 板楼,
圣淘沙骏园 ,西乡,3室2厅 , 101.17平米 , 东南 , 精装 , 23层 , 2006年建 , 板塔结合,
中商花园 ,翻身,4室1厅 , 128平米 , 东南 , 简装 , 低楼层(共9层) , 1999年建 , 板塔结合,
中粮凤凰里 ,福永,4室2厅 , 123.4平米 , 西南 , 精装 , 28层 , 2016年建 , 塔楼,
金域豪庭一期 ,福永,3室1厅 , 91.3平米 , 南 , 精装 , 高楼层(共7层) , 2010年建 , 板塔结合,
中粮锦云 ,西乡,3室1厅 , 81.01平米 , 南 , 精装 , 低楼层(共31层) , 2012年建 , 板塔结合,
中海西岸华府北区 ,松岗,4室2厅 , 129.07平米 , 南 北 , 精装 , 中楼层(共27层) , 2008年建 , 板塔结合,
中信领航 ,西乡,5室1厅 , 144.29平米 , 东南 , 其他 , 中楼层(共31层) , 2013年建 , 塔楼,
幸福海岸三期 ,宝安中心,4室2厅 , 146.36平米 , 东南 东北 , 精装 , 32层 , 2013年建 , 板塔结合,
玖悦 ,新安,4室2厅 , 121.71平米 , 东南 , 精装 , 高楼层(共27层)  , 塔楼,,
金成时代家园 ,宝安中心,2室1厅 , 81.73平米 , 西南 , 其他 , 18层 , 2006年建 , 板塔结合,
华丰前海湾 ,碧海,3室2厅 , 89平米 , 东北 , 精装 , 31层 , 2017年建 , 板塔结合,
宝安新村 ,西乡,3室2厅 , 91.4平米 , 东南 , 精装 , 中楼层(共8层) , 1997年建 , 板塔结合,
桃源居三区 ,桃源居,3室2厅 , 106.33平米 , 东北 , 精装 , 高楼层(共9层) , 2003年建 , 板塔结合,
兴达华府 ,西乡,4室2厅 , 136.89平米 , 西北 , 精装 , 29层 , 2009年建 , 板塔结合,
金泰花园 ,翻身,3室2厅 , 75平米 , 东南 , 精装 , 低楼层(共8层)  , 板塔结合,,
碧海富通城三期 ,碧海,4室1厅 , 61.94平米 , 西南 , 精装 , 26层 , 2008年建 , 板塔结合,
华强城市花园一期 ,福永,3室2厅 , 89平米 , 南 , 精装 , 中楼层(共32层) , 2019年建 , 板塔结合,
中怡名苑 ,翻身,4室2厅 , 140.26平米 , 东南 , 精装 , 中楼层(共12层) , 2001年建 , 板塔结合,
松河瑞园二期 ,松岗,3室2厅 , 90.82平米 , 西南 , 精装 , 中楼层(共32层) , 2015年建 , 板塔结合,
中粮凤凰里 ,福永,3室1厅 , 89平米 , 南 , 精装 , 29层 , 2016年建 , 板塔结合,
金域豪庭一期 ,福永,3室2厅 , 91.7平米 , 南 , 精装 , 高楼层(共7层) , 1999年建 , 板楼,
宝兴花园 ,西乡,3室2厅 , 99.9平米 , 东北 , 简装 , 高楼层(共8层) , 1997年建 , 板塔结合,
御景台 ,新安,4室2厅 , 143平米 , 北 西南 , 简装 , 中楼层(共11层) , 2002年建 , 板楼,
桃源居二区 ,桃源居,3室2厅 , 121.28平米 , 南 , 简装 , 低楼层(共9层) , 2002年建 , 板楼,
宝安山庄 ,松岗,3室2厅 , 104平米 , 北 , 精装 , 中楼层(共7层) , 2001年建 , 板楼,
天福华府 ,西乡,4室2厅 , 128.43平米 , 南 , 简装 , 低楼层(共25层) , 2016年建 , 塔楼,
登科花园 ,翻身,3室2厅 , 93.11平米 , 东南 , 精装 , 高楼层(共11层) , 2001年建 , 板楼,
凤凰雅居 ,桃源居,2室1厅 , 47.66平米 , 南 , 精装 , 中楼层(共30层) , 2009年建 , 板塔结合,
弘雅花园雅兰亭四期 ,新安,3室2厅 , 98.92平米 , 西南 , 精装 , 低楼层(共11层) , 2000年建 , 塔楼,
雅仕阁 ,新安,1室1厅 , 45.32平米 , 南 东南 , 其他 , 低楼层(共12层) , 2000年建 , 塔楼,
满京华云晓公馆 ,西乡,2室2厅 , 88.01平米 , 南 , 其他 , 中楼层(共28层)  , 板塔结合,,
满京华云晓公馆 ,西乡,2室2厅 , 88.01平米 , 南 , 其他 , 中楼层(共28层)  , 板塔结合,,
幸福珺湾 ,碧海,2室1厅 , 64平米 , 东北 , 其他 , 31层 , 2017年建 , 板塔结合,
风尚时代 ,新安,1室1厅 , 34平米 , 东南 , 其他 , 低楼层(共7层) , 1996年建 , 板塔结合,
宏发君域 ,松岗,2室2厅 , 69.22平米 , 南 , 其他 , 低楼层(共29层) , 2013年建 , 板塔结合,
星航华府二期 ,福永,2室2厅 , 75.26平米 , 东 , 其他 , 高楼层(共30层) , 2017年建 , 板塔结合,
菁英趣庭 ,宝安中心,1室1厅 , 32.08平米 , 东南 , 其他 , 高楼层(共24层) , 2007年建 , 板塔结合,
星航华府二期 ,福永,2室1厅 , 78.09平米 , 东北 , 精装 , 低楼层(共32层) , 2015年建 , 板塔结合,
雅乐居 ,西乡,1室1厅 , 33.71平米 , 东南 , 其他 , 低楼层(共15层) , 2008年建 , 板塔结合,
白金酒店公寓 ,新安,2室1厅 , 37.5平米 , 东南 , 简装 , 低楼层(共32层) , 2005年建 , 板楼,
宏发领域 ,宝安中心,1室0厅 , 49.16平米 , 西南 , 精装 , 29层 , 2008年建 , 塔楼,
金域豪庭二期 ,福永,2室2厅 , 79.73平米 , 东南 , 精装 , 低楼层(共13层) , 2005年建 , 板楼,
财富港大厦 ,西乡,1室1厅 , 57.93平米 , 东南 , 精装 , 33层 , 2010年建 , 板楼,
金叶茗苑 ,翻身,2室2厅 , 83.23平米 , 东南 , 其他 , 高楼层(共15层) , 2003年建 , 板塔结合,
白金时代 ,新安,2室1厅 , 43.26平米 , 东南 , 其他 , 15层 , 2004年建 , 塔楼,
花样年花郡 ,宝安中心,2室1厅 , 59.35平米 , 东南 , 精装 , 27层 , 2010年建 , 板塔结合,
西城品阁 ,新安,2室1厅 , 37.73平米 , 东南 , 精装 , 低楼层(共8层) , 2009年建 , 板塔结合,
裕安花园 ,新安,1室1厅 , 33.8平米 , 东南 , 精装 , 高楼层(共8层) , 1991年建 , 板塔结合,
福城·前海新纪元 ,新安,1室1厅 , 33平米 , 东南 , 其他 , 29层  , 板塔结合,,
黄金大厦 ,新安,2室1厅 , 47平米 , 东北 , 其他 , 低楼层(共32层) , 2011年建 , 塔楼,
中信湾上六座 ,碧海,1室1厅 , 43平米 , 西南 , 精装 , 17层 , 2009年建 , 板塔结合,
富宏凤凰天誉 ,西乡,3室2厅 , 80.63平米 , 东南 , 精装 , 低楼层(共29层)  , 板塔结合,,
中信湾上六座 ,碧海,2室1厅 , 56.77平米 , 东南 , 其他 , 17层 , 2009年建 , 板塔结合,
富通蟠龙居 ,西乡,2室1厅 , 67.83平米 , 南 , 简装 , 7层 , 2002年建 , 塔楼,
海涛居 ,西乡,2室2厅 , 67.53平米 , 东南 , 其他 , 高楼层(共7层) , 2004年建 , 板塔结合,
碧海富通城三期 ,碧海,1室2厅 , 40.58平米 , 西北 , 其他 , 24层 , 2007年建 , 塔楼,
泰华阳光海小区 ,碧海,2室1厅 , 79.51平米 , 东南 , 其他 , 25层 , 2008年建 , 板塔结合,
鸿隆广场 ,西乡,2室1厅 , 48.2平米 , 东南 , 精装 , 中楼层(共31层) , 2006年建 , 板塔结合,
碧海富通城三期 ,碧海,1室0厅 , 32.16平米 , 西南 , 其他 , 24层 , 2008年建 , 塔楼,
花样年花乡 ,宝安中心,1室0厅 , 27.88平米 , 西北 , 简装 , 20层 , 2011年建 , 板塔结合,
领航城领尚花园 ,西乡,1室1厅 , 51.68平米 , 西南 , 精装 , 31层 , 2016年建 , 塔楼,
福永花苑 ,福永,2室2厅 , 62.18平米 , 南 , 其他 , 8层 , 1999年建 , 板塔结合,
桃源居十五区 ,桃源居,2室2厅 , 79.13平米 , 东南 , 简装 , 低楼层(共18层) , 2007年建 , 塔楼,
金港华庭 ,西乡,2室1厅 , 64.92平米 , 西南 , 简装 , 31层 , 2009年建 , 塔楼,
中海西岸华府北区 ,松岗,2室1厅 , 76.7平米 , 南 , 精装 , 高楼层(共24层) , 2008年建 , 板塔结合,
宝安山庄 ,松岗,2室2厅 , 59.06平米 , 北 , 其他 , 高楼层(共17层) , 2012年建 , 板塔结合,
白金酒店公寓 ,新安,3室2厅 , 38.35平米 , 东北 , 精装 , 高楼层(共32层) , 2005年建 , 板楼,
宝湖居花园 ,新安,2室1厅 , 56.15平米 , 西北 , 其他 , 中楼层(共7层) , 2001年建 , 板塔结合,
佳华书苑雅阁 ,新安,2室1厅 , 43.21平米 , 东北 , 精装 , 低楼层(共16层) , 2008年建 , 板塔结合,
风临洲 ,宝安中心,2室1厅 , 76.56平米 , 西北 , 精装 , 高楼层(共26层) , 2007年建 , 板塔结合,
西城丰和 ,西乡,2室2厅 , 72.37平米 , 东南 , 精装 , 中楼层(共33层) , 2007年建 , 板塔结合,
碧海富通城三期 ,碧海,1室0厅 , 40.56平米 , 东南 , 其他 , 24层 , 2007年建 , 塔楼,
中粮幸福花园 ,西乡,2室1厅 , 47.99平米 , 东北 , 简装 , 低楼层(共27层) , 2009年建 , 板塔结合,
碧海名园 ,西乡,2室1厅 , 59.85平米 , 东北 , 精装 , 6层 , 2004年建 , 板塔结合,
金石雅苑 ,福永,2室1厅 , 59.11平米 , 南 , 简装 , 高楼层(共11层) , 2005年建 , 板塔结合,
桃源居三区 ,桃源居,2室1厅 , 83.13平米 , 东 , 其他 , 低楼层(共9层) , 2003年建 , 板塔结合,
润科华府 ,曦城,2室2厅 , 67.29平米 , 南 , 其他 , 高楼层(共30层)  , 塔楼,,
泰华锦绣城 ,翻身,3室2厅 , 100.4平米 , 南 , 精装 , 中楼层(共13层) , 2000年建 , 板塔结合,
鸿荣源西城雅筑 ,宝安中心,2室1厅 , 65.5平米 , 东南 , 其他 , 31层 , 2013年建 , 塔楼,
西城品阁 ,新安,1室1厅 , 43.14平米 , 东北 , 精装 , 中楼层(共8层) , 2009年建 , 板塔结合,
桃源居三区 ,桃源居,2室1厅 , 52.57平米 , 西南 , 精装 , 中楼层(共9层) , 2003年建 , 板塔结合,
旭仕达名苑 ,新安,2室1厅 , 60.68平米 , 东南 , 精装 , 高楼层(共17层) , 2003年建 , 板塔结合,
广兴源圣拿威 ,碧海,1室1厅 , 33.14平米 , 西北 , 其他 , 31层 , 2013年建 , 板塔结合,
滨海春城 ,翻身,3室2厅 , 114.75平米 , 南 北 , 其他 , 中楼层(共30层) , 2006年建 , 塔楼,
畔山御景花园 ,松岗,1室1厅 , 50.48平米 , 西南 , 精装 , 中楼层(共29层) , 2010年建 , 板塔结合,
华强城市花园一期 ,福永,2室2厅 , 69.93平米 , 南 , 精装 , 中楼层(共32层)  , 板塔结合,,
第五大道高发西岸花园三期 ,宝安中心,1室1厅 , 55平米 , 东南 , 其他 , 中楼层(共24层) , 2011年建 , 板塔结合,
桃源居十二区 ,桃源居,2室2厅 , 56.15平米 , 东南 , 其他 , 低楼层(共8层) , 1998年建 , 塔楼,
风尚时代 ,新安,2室1厅 , 68.84平米 , 西南 , 简装 , 中楼层(共7层) , 2004年建 , 板塔结合,
万骏汇商务公寓 ,西乡,1室0厅 , 40.71平米 , 东 , 其他 , 高楼层(共16层) , 2009年建 , 塔楼,
恒丰工业城 ,曦城,1室0厅 , 13.15平米 , 东南 , 精装 , 低楼层(共8层) , 2001年建 , 板楼,
双龙花园 ,西乡,2室1厅 , 54.5平米 , 东南 , 精装 , 低楼层(共7层) , 1992年建 , 板塔结合,
翡翠阳光 ,松岗,2室2厅 , 61.03平米 , 东南 , 毛坯 , 低楼层(共38层)  , 板塔结合,,
白金假日公寓 ,西乡,2室1厅 , 40.19平米 , 西北 , 其他 , 28层 , 2007年建 , 板楼,
时代景苑三期 ,福永,1室1厅 , 59.22平米 , 东 , 精装 , 中楼层(共11层) , 2006年建 , 板楼,
